SITE_ID,BASIN,PLOT,SUBPLOT,SPP,SPP_NAME,COVER,HT (CM),REMARKS
C1-3V,C1,3,WEST,FRPU7,Frangula purshiana ,T,5,
C1-4V,C1,4,EAST,FRPU7,Frangula purshiana ,1,300,
C1-5V,C1,5,EAST,FRPU7,Frangula purshiana ,5,125,
C1-5V,C1,5,NORTH,FRPU7,Frangula purshiana ,25,200,
C1-5V,C1,5,SOUTH,FRPU7,Frangula purshiana ,5,100,
C1-5V,C1,5,WEST,FRPU7,Frangula purshiana ,1,80,
C1-7VB,C1,7,NORTH,FRPU7,Frangula purshiana ,T,50,
C1-7VB,C1,7,SOUTH,FRPU7,Frangula purshiana ,T,20,
C1-8VB,C1,8,EAST,FRPU7,Frangula purshiana ,T,20,
C1-8VB,C1,8,NORTH,FRPU7,Frangula purshiana ,T,20,
C1-8VB,C1,8,SOUTH,FRPU7,Frangula purshiana ,7,30,
C1-8VB,C1,8,WEST,FRPU7,Frangula purshiana ,T,50,
C1-13VB,C1,13,NORTH,FRPU7,Frangula purshiana ,T,10,
C1-13VB,C1,13,SOUTH,FRPU7,Frangula purshiana ,7,65,
C1-13VB,C1,13,WEST,FRPU7,Frangula purshiana ,3,125,
C1-14VB,C1,14,EAST,FRPU7,Frangula purshiana ,6,150,
C1-14VB,C1,14,NORTH,FRPU7,Frangula purshiana ,1,25,
C1-14VB,C1,14,SOUTH,FRPU7,Frangula purshiana ,2,50,
C1-14VB,C1,14,WEST,FRPU7,Frangula purshiana ,3,150,
C1-17V,C1,17,SOUTH,FRPU7,Frangula purshiana ,T,20,
C1-17V,C1,17,WEST,FRPU7,Frangula purshiana ,T,15,
C1-18V,C1,18,EAST,FRPU7,Frangula purshiana ,5,400,
C1-18V,C1,18,NORTH,FRPU7,Frangula purshiana ,T,1,
C1-18V,C1,18,SOUTH,FRPU7,Frangula purshiana ,15,400,
C1-20VB,C1,20,EAST,FRPU7,Frangula purshiana ,50,400,
C1-20VB,C1,20,NORTH,FRPU7,Frangula purshiana ,50,400,
C1-20VB,C1,20,SOUTH,FRPU7,Frangula purshiana ,15,250,
C1-20VB,C1,20,WEST,FRPU7,Frangula purshiana ,40,300,
C1-24VB,C1,24,EAST,FRPU7,Frangula purshiana ,2,150,
C1-24VB,C1,24,WEST,FRPU7,Frangula purshiana ,4,54,
C1-26V,C1,26,EAST,FRPU7,Frangula purshiana ,60,400,
C1-28VB,C1,28,NORTH,FRPU7,Frangula purshiana ,25,500,
C1-28VB,C1,28,WEST,FRPU7,Frangula purshiana ,T,4,
C2-5VB,C2,5,EAST,FRPU7,Frangula purshiana ,3,400,
C2-5VB,C2,5,WEST,FRPU7,Frangula purshiana ,T,6,
C2-11VB,C2,11,EAST,FRPU7,Frangula purshiana ,T,5,
C2-11VB,C2,11,SOUTH,FRPU7,Frangula purshiana ,T,8,
C2-13V,C2,13,EAST,FRPU7,Frangula purshiana ,T,40,
C2-13V,C2,13,SOUTH,FRPU7,Frangula purshiana ,2,62,
C2-15VB,C2,15,NORTH,FRPU7,Frangula purshiana ,T,2,
C2-17VB,C2,17,EAST,FRPU7,Frangula purshiana ,T,5,
C2-17VB,C2,17,SOUTH,FRPU7,Frangula purshiana ,T,5,
C2-18VB,C2,18,EAST,FRPU7,Frangula purshiana ,20,500,
C2-18VB,C2,18,WEST,FRPU7,Frangula purshiana ,20,1000,
C2-20VB,C2,20,EAST,FRPU7,Frangula purshiana ,1,25,
C2-20VB,C2,20,WEST,FRPU7,Frangula purshiana ,T,8,
C2-23VB,C2,23,EAST,FRPU7,Frangula purshiana ,T,20,
C2-23VB,C2,23,SOUTH,FRPU7,Frangula purshiana ,T,10,
C2-23VB,C2,23,WEST,FRPU7,Frangula purshiana ,2,3000,
C2-25VB,C2,25,NORTH,FRPU7,Frangula purshiana ,1,10,
C2-26V,C2,26,EAST,FRPU7,Frangula purshiana ,4,175,
C2-26V,C2,26,NORTH,FRPU7,Frangula purshiana ,2,150,
C2-26V,C2,26,SOUTH,FRPU7,Frangula purshiana ,29,200,
C2-26V,C2,26,WEST,FRPU7,Frangula purshiana ,T,5,
N1-13V,N1,13,SOUTH,FRPU7,Frangula purshiana ,T,15,
N1-14VB,N1,14,SOUTH,FRPU7,Frangula purshiana ,T,10,
N1-16V,N1,16,NORTH,FRPU7,Frangula purshiana ,T,50,
N1-17VB,N1,17,EAST,FRPU7,Frangula purshiana ,T,4,
N1-17VB,N1,17,SOUTH,FRPU7,Frangula purshiana ,T,5,
N1-17VB,N1,17,WEST,FRPU7,Frangula purshiana ,T,2,
N1-21VB,N1,21,SOUTH,FRPU7,Frangula purshiana ,T,4,1 tiny seedling
N1-21VB,N1,21,WEST,FRPU7,Frangula purshiana ,T,3,One very tiny seedling
N1-26V,N1,26,NORTH,FRPU7,Frangula purshiana ,8,80,
N1-26V,N1,26,SOUTH,FRPU7,Frangula purshiana ,T,18,
N2-2VB,N2,2,EAST,FRPU7,Frangula purshiana ,60,300,
N2-2VB,N2,2,WEST,FRPU7,Frangula purshiana ,20,400,
N2-3V,N2,3,WEST,FRPU7,Frangula purshiana ,T,10,
N2-7VB,N2,7,SOUTH,FRPU7,Frangula purshiana ,1,100,
N2-10VB,N2,10,WEST,FRPU7,Frangula purshiana ,3,1000,
N2-12V,N2,12,NORTH,FRPU7,Frangula purshiana ,25,300,
N2-13VB,N2,13,EAST,FRPU7,Frangula purshiana ,3,200,
N2-13VB,N2,13,NORTH,FRPU7,Frangula purshiana ,5,6,
N2-13VB,N2,13,SOUTH,FRPU7,Frangula purshiana ,5,100,
N2-14V,N2,14,EAST,FRPU7,Frangula purshiana ,15,300,
N2-14V,N2,14,SOUTH,FRPU7,Frangula purshiana ,1,800,
N2-15VB,N2,15,WEST,FRPU7,Frangula purshiana ,T,6,
N2-18VB,N2,18,NORTH,FRPU7,Frangula purshiana ,T,15,
N2-19V,N2,19,NORTH,FRPU7,Frangula purshiana ,T,100,
N2-19V,N2,19,SOUTH,FRPU7,Frangula purshiana ,T,150,
N2-19V,N2,19,WEST,FRPU7,Frangula purshiana ,1,50,
N2-20V,N2,20,EAST,FRPU7,Frangula purshiana ,1,30,
N2-20V,N2,20,NORTH,FRPU7,Frangula purshiana ,T,10,
N2-21V,N2,21,EAST,FRPU7,Frangula purshiana ,T,30,
C1-3V,C1,3,EAST,GASH,Gaultheria shallon,1,40,
C1-3V,C1,3,NORTH,GASH,Gaultheria shallon,T,10,
C1-3V,C1,3,SOUTH,GASH,Gaultheria shallon,12,25,
C1-4V,C1,4,EAST,GASH,Gaultheria shallon,15,250,
C1-4V,C1,4,NORTH,GASH,Gaultheria shallon,6,70,
C1-4V,C1,4,SOUTH,GASH,Gaultheria shallon,5,200,
C1-4V,C1,4,WEST,GASH,Gaultheria shallon,3,20,
C1-5V,C1,5,EAST,GASH,Gaultheria shallon,20,150,
C1-5V,C1,5,NORTH,GASH,Gaultheria shallon,10,30,
C1-5V,C1,5,SOUTH,GASH,Gaultheria shallon,8,60,
C1-5V,C1,5,WEST,GASH,Gaultheria shallon,8,20,
C1-7VB,C1,7,EAST,GASH,Gaultheria shallon,2,15,
C1-7VB,C1,7,NORTH,GASH,Gaultheria shallon,4,50,
C1-7VB,C1,7,SOUTH,GASH,Gaultheria shallon,T,20,
C1-7VB,C1,7,WEST,GASH,Gaultheria shallon,15,20,
C1-8VB,C1,8,EAST,GASH,Gaultheria shallon,2,35,
C1-8VB,C1,8,NORTH,GASH,Gaultheria shallon,12,50,
C1-8VB,C1,8,SOUTH,GASH,Gaultheria shallon,7,50,
C1-8VB,C1,8,WEST,GASH,Gaultheria shallon,20,40,
C1-13VB,C1,13,EAST,GASH,Gaultheria shallon,1,15,
C1-13VB,C1,13,NORTH,GASH,Gaultheria shallon,1,100,
C1-13VB,C1,13,SOUTH,GASH,Gaultheria shallon,6,30,
C1-13VB,C1,13,WEST,GASH,Gaultheria shallon,1,20,
C1-14VB,C1,14,EAST,GASH,Gaultheria shallon,15,50,
C1-14VB,C1,14,NORTH,GASH,Gaultheria shallon,T,15,
C1-14VB,C1,14,SOUTH,GASH,Gaultheria shallon,1,10,
C1-14VB,C1,14,WEST,GASH,Gaultheria shallon,3,40,
C1-17V,C1,17,EAST,GASH,Gaultheria shallon,4,50,Some from cedar stump
C1-17V,C1,17,NORTH,GASH,Gaultheria shallon,1,20,Mostly growing from old cedar stump
C1-17V,C1,17,SOUTH,GASH,Gaultheria shallon,1,20,
C1-17V,C1,17,WEST,GASH,Gaultheria shallon,25,75,
C1-18V,C1,18,EAST,GASH,Gaultheria shallon,T,20,
C1-18V,C1,18,SOUTH,GASH,Gaultheria shallon,52,100,
C1-18V,C1,18,WEST,GASH,Gaultheria shallon,70,300,
C1-20VB,C1,20,EAST,GASH,Gaultheria shallon,40,150,
C1-20VB,C1,20,NORTH,GASH,Gaultheria shallon,90,200,
C1-20VB,C1,20,SOUTH,GASH,Gaultheria shallon,60,170,
C1-20VB,C1,20,WEST,GASH,Gaultheria shallon,75,200,
C1-24VB,C1,24,EAST,GASH,Gaultheria shallon,20,100,
C1-24VB,C1,24,NORTH,GASH,Gaultheria shallon,4,15,
C1-24VB,C1,24,SOUTH,GASH,Gaultheria shallon,18,45,
C1-24VB,C1,24,WEST,GASH,Gaultheria shallon,9,40,
C1-25VB,C1,25,EAST,GASH,Gaultheria shallon,8,60,
C1-25VB,C1,25,NORTH,GASH,Gaultheria shallon,10,75,
C1-25VB,C1,25,SOUTH,GASH,Gaultheria shallon,6,30,
C1-26V,C1,26,EAST,GASH,Gaultheria shallon,85,210,
C1-26V,C1,26,NORTH,GASH,Gaultheria shallon,75,200,
C1-26V,C1,26,SOUTH,GASH,Gaultheria shallon,75,150,
C1-26V,C1,26,WEST,GASH,Gaultheria shallon,70,150,
C1-28VB,C1,28,NORTH,GASH,Gaultheria shallon,T,30,
C1-28VB,C1,28,SOUTH,GASH,Gaultheria shallon,T,20,
C1-28VB,C1,28,WEST,GASH,Gaultheria shallon,4,15,
C2-4V,C2,4,WEST,GASH,Gaultheria shallon,T,20,
C2-5VB,C2,5,SOUTH,GASH,Gaultheria shallon,T,12,
C2-11VB,C2,11,NORTH,GASH,Gaultheria shallon,T,4,
C2-11VB,C2,11,SOUTH,GASH,Gaultheria shallon,T,5,
C2-12VB,C2,12,EAST,GASH,Gaultheria shallon,15,75,
C2-12VB,C2,12,NORTH,GASH,Gaultheria shallon,9,110,
C2-12VB,C2,12,SOUTH,GASH,Gaultheria shallon,8,55,
C2-12VB,C2,12,WEST,GASH,Gaultheria shallon,8,90,
C2-13V,C2,13,EAST,GASH,Gaultheria shallon,10,50,
C2-13V,C2,13,NORTH,GASH,Gaultheria shallon,1,10,
C2-13V,C2,13,SOUTH,GASH,Gaultheria shallon,6,30,
C2-13V,C2,13,WEST,GASH,Gaultheria shallon,10,45,
C2-15VB,C2,15,EAST,GASH,Gaultheria shallon,60,100,
C2-18VB,C2,18,EAST,GASH,Gaultheria shallon,85,350,
C2-18VB,C2,18,NORTH,GASH,Gaultheria shallon,90,250,
C2-18VB,C2,18,SOUTH,GASH,Gaultheria shallon,T,5,
C2-18VB,C2,18,WEST,GASH,Gaultheria shallon,T,15,
C2-20VB,C2,20,EAST,GASH,Gaultheria shallon,1,20,
C2-20VB,C2,20,NORTH,GASH,Gaultheria shallon,4,80,
C2-20VB,C2,20,SOUTH,GASH,Gaultheria shallon,3,100,
C2-20VB,C2,20,WEST,GASH,Gaultheria shallon,15,55,
C2-23VB,C2,23,EAST,GASH,Gaultheria shallon,15,40,
C2-23VB,C2,23,SOUTH,GASH,Gaultheria shallon,T,20,
C2-23VB,C2,23,WEST,GASH,Gaultheria shallon,T,30,
C2-25VB,C2,25,EAST,GASH,Gaultheria shallon,T,50,
C2-25VB,C2,25,NORTH,GASH,Gaultheria shallon,30,30,
C2-25VB,C2,25,SOUTH,GASH,Gaultheria shallon,T,25,
C2-26V,C2,26,EAST,GASH,Gaultheria shallon,3,45,
C2-26V,C2,26,NORTH,GASH,Gaultheria shallon,2,30,
C2-26V,C2,26,SOUTH,GASH,Gaultheria shallon,35,150,
C2-26V,C2,26,WEST,GASH,Gaultheria shallon,4,40,
N1-2V,N1,2,EAST,GASH,Gaultheria shallon,15,75,
N1-2V,N1,2,NORTH,GASH,Gaultheria shallon,15,50,
N1-2V,N1,2,SOUTH,GASH,Gaultheria shallon,3,30,
N1-3V,N1,3,EAST,GASH,Gaultheria shallon,T,5,
N1-3V,N1,3,NORTH,GASH,Gaultheria shallon,T,15,
N1-3V,N1,3,WEST,GASH,Gaultheria shallon,1,10,
N1-7VB,N1,7,EAST,GASH,Gaultheria shallon,T ,20,
N1-7VB,N1,7,NORTH,GASH,Gaultheria shallon,4,25,
N1-7VB,N1,7,SOUTH,GASH,Gaultheria shallon,T,10,
N1-7VB,N1,7,WEST,GASH,Gaultheria shallon,1,25,
N1-8VB,N1,8,EAST,GASH,Gaultheria shallon,2,18,
N1-8VB,N1,8,SOUTH,GASH,Gaultheria shallon,10,20,
N1-8VB,N1,8,WEST,GASH,Gaultheria shallon,3,55,
N1-10VB,N1,10,EAST,GASH,Gaultheria shallon,T,40,
N1-10VB,N1,10,WEST,GASH,Gaultheria shallon,3,40,
N1-12VB,N1,12,SOUTH,GASH,Gaultheria shallon,1,30,
N1-13V,N1,13,EAST,GASH,Gaultheria shallon,5,90,
N1-13V,N1,13,NORTH,GASH,Gaultheria shallon,T,45,
N1-13V,N1,13,SOUTH,GASH,Gaultheria shallon,8,100,
N1-14VB,N1,14,EAST,GASH,Gaultheria shallon,4,200,
N1-14VB,N1,14,NORTH,GASH,Gaultheria shallon,50,200,
N1-14VB,N1,14,SOUTH,GASH,Gaultheria shallon,T,20,
N1-14VB,N1,14,WEST,GASH,Gaultheria shallon,2,10,
N1-16V,N1,16,EAST,GASH,Gaultheria shallon,1,90,
N1-16V,N1,16,NORTH,GASH,Gaultheria shallon,1,30,
N1-16V,N1,16,SOUTH,GASH,Gaultheria shallon,T,15,
N1-16V,N1,16,WEST,GASH,Gaultheria shallon,T,10,ON STUMP
N1-17VB,N1,17,SOUTH,GASH,Gaultheria shallon,T,30,
N1-17VB,N1,17,WEST,GASH,Gaultheria shallon,T,10,
N1-19V,N1,19,EAST,GASH,Gaultheria shallon,1,50,
N1-19V,N1,19,SOUTH,GASH,Gaultheria shallon,30,150,
N1-20V,N1,20,WEST,GASH,Gaultheria shallon,2,40,
N1-21VB,N1,21,EAST,GASH,Gaultheria shallon,T,15,
N1-21VB,N1,21,WEST,GASH,Gaultheria shallon,T,10,
N1-22V,N1,22,NORTH,GASH,Gaultheria shallon,T,20,
N1-22V,N1,22,SOUTH,GASH,Gaultheria shallon,8,75,
N1-22V,N1,22,WEST,GASH,Gaultheria shallon,2,40,
N1-24VB,N1,24,EAST,GASH,Gaultheria shallon,5,75,On top of cedar stump
N1-24VB,N1,24,NORTH,GASH,Gaultheria shallon,T,15,
N1-24VB,N1,24,SOUTH,GASH,Gaultheria shallon,1,20,
N1-24VB,N1,24,WEST,GASH,Gaultheria shallon,T,15,
N1-25VB,N1,25,EAST,GASH,Gaultheria shallon,50,100,
N1-25VB,N1,25,NORTH,GASH,Gaultheria shallon,8,100,
N1-25VB,N1,25,SOUTH,GASH,Gaultheria shallon,40,50,
N1-25VB,N1,25,WEST,GASH,Gaultheria shallon,5,100,
N1-26V,N1,26,EAST,GASH,Gaultheria shallon,T,15,
N1-26V,N1,26,SOUTH,GASH,Gaultheria shallon,2,20,
N1-27V,N1,27,EAST,GASH,Gaultheria shallon,25,250,
N1-27V,N1,27,SOUTH,GASH,Gaultheria shallon,1,20,
N1-27V,N1,27,WEST,GASH,Gaultheria shallon,5,80,
N2-1VB,N2,1,EAST,GASH,Gaultheria shallon,35,100,
N2-1VB,N2,1,NORTH,GASH,Gaultheria shallon,40,50,
N2-1VB,N2,1,SOUTH,GASH,Gaultheria shallon,20,40,
N2-1VB,N2,1,WEST,GASH,Gaultheria shallon,20,150,
N2-2VB,N2,2,EAST,GASH,Gaultheria shallon,3,150,
N2-2VB,N2,2,NORTH,GASH,Gaultheria shallon,10,65,
N2-2VB,N2,2,SOUTH,GASH,Gaultheria shallon,T,15,
N2-2VB,N2,2,WEST,GASH,Gaultheria shallon,10,40,
N2-3V,N2,3,EAST,GASH,Gaultheria shallon,7,150,
N2-3V,N2,3,NORTH,GASH,Gaultheria shallon,1,25,
N2-3V,N2,3,SOUTH,GASH,Gaultheria shallon,35,150,
N2-5V,N2,5,EAST,GASH,Gaultheria shallon,7,150,
N2-5V,N2,5,NORTH,GASH,Gaultheria shallon,30,50,
N2-5V,N2,5,SOUTH,GASH,Gaultheria shallon,1,60,
N2-5V,N2,5,WEST,GASH,Gaultheria shallon,15,75,
N2-7VB,N2,7,EAST,GASH,Gaultheria shallon,30,100,
N2-7VB,N2,7,SOUTH,GASH,Gaultheria shallon,18,70,
N2-7VB,N2,7,WEST,GASH,Gaultheria shallon,25,140,
N2-10VB,N2,10,WEST,GASH,Gaultheria shallon,2,150,
N2-12V,N2,12,EAST,GASH,Gaultheria shallon,80,150,
N2-12V,N2,12,NORTH,GASH,Gaultheria shallon,83,200,
N2-12V,N2,12,SOUTH,GASH,Gaultheria shallon,5,75,
N2-12V,N2,12,WEST,GASH,Gaultheria shallon,6,120,
N2-13VB,N2,13,EAST,GASH,Gaultheria shallon,5,150,
N2-13VB,N2,13,NORTH,GASH,Gaultheria shallon,2,18,
N2-13VB,N2,13,SOUTH,GASH,Gaultheria shallon,15,75,
N2-13VB,N2,13,WEST,GASH,Gaultheria shallon,,,Missing height
N2-14V,N2,14,EAST,GASH,Gaultheria shallon,10,100,
N2-14V,N2,14,NORTH,GASH,Gaultheria shallon,15,50,
N2-14V,N2,14,SOUTH,GASH,Gaultheria shallon,25,100,
N2-14V,N2,14,WEST,GASH,Gaultheria shallon,6,60,
N2-15VB,N2,15,EAST,GASH,Gaultheria shallon,17,100,
N2-15VB,N2,15,NORTH,GASH,Gaultheria shallon,7,100,
N2-15VB,N2,15,SOUTH,GASH,Gaultheria shallon,5,45,
N2-15VB,N2,15,WEST,GASH,Gaultheria shallon,35,100,
N2-18VB,N2,18,EAST,GASH,Gaultheria shallon,3,15,
N2-18VB,N2,18,NORTH,GASH,Gaultheria shallon,T,10,
N2-18VB,N2,18,WEST,GASH,Gaultheria shallon,15,60,
N2-19V,N2,19,EAST,GASH,Gaultheria shallon,1,70,
N2-19V,N2,19,NORTH,GASH,Gaultheria shallon,T,25,
N2-19V,N2,19,SOUTH,GASH,Gaultheria shallon,2,100,
N2-19V,N2,19,WEST,GASH,Gaultheria shallon,6,100,
N2-20V,N2,20,EAST,GASH,Gaultheria shallon,3,15,
N2-20V,N2,20,NORTH,GASH,Gaultheria shallon,6,120,
N2-20V,N2,20,SOUTH,GASH,Gaultheria shallon,T,30,
N2-20V,N2,20,WEST,GASH,Gaultheria shallon,2,75,
N2-21V,N2,21,EAST,GASH,Gaultheria shallon,2,5,
N2-21V,N2,21,SOUTH,GASH,Gaultheria shallon,T,20,
N2-21V,N2,21,WEST,GASH,Gaultheria shallon,1,40,
N2-26VB,N2,26,EAST,GASH,Gaultheria shallon,3,70,
N2-26VB,N2,26,NORTH,GASH,Gaultheria shallon,7,50,
N2-26VB,N2,26,SOUTH,GASH,Gaultheria shallon,T,20,
C1-14VB,C1,14,NORTH,GATR3,Galium triflorum,1,10,
C1-14VB,C1,14,WEST,GATR3,Galium triflorum,2,15,
N1-10VB,N1,10,WEST,GATR3,Galium triflorum,T,5,
N1-26V,N1,26,SOUTH,GATR3,Galium triflorum,T,15,
C1-13VB,C1,13,NORTH,HYRA3,Hypochaeris radicata,T,50,
C1-3V,C1,3,EAST,ILAQ80,Ilex aquifolium,t,25,
C1-20VB,C1,20,EAST,ILAQ80,Ilex aquifolium,3,175,
C1-8VB,C1,8,SOUTH,MADI,Maianthemum dilatatum,T,10,
C1-28VB,C1,28,WEST,MADI,Maianthemum dilatatum,1,5,
C2-23VB,C2,23,NORTH,MADI,Maianthemum dilatatum,T,5,
N1-21VB,N1,21,NORTH,MADI,Maianthemum dilatatum,8,13,
C1-4V,C1,4,EAST,MEFE,Menziesia ferruginea,1,200,
C1-4V,C1,4,NORTH,MEFE,Menziesia ferruginea,7,250,
C1-4V,C1,4,WEST,MEFE,Menziesia ferruginea,1,10,
C1-5V,C1,5,EAST,MEFE,Menziesia ferruginea,10,80,
C1-5V,C1,5,NORTH,MEFE,Menziesia ferruginea,1,60,
C1-5V,C1,5,SOUTH,MEFE,Menziesia ferruginea,2,20,
C1-5V,C1,5,WEST,MEFE,Menziesia ferruginea,T,12,
C1-7VB,C1,7,SOUTH,MEFE,Menziesia ferruginea,1,35,
C1-8VB,C1,8,EAST,MEFE,Menziesia ferruginea,1,30,
C1-8VB,C1,8,NORTH,MEFE,Menziesia ferruginea,T,40,
C1-8VB,C1,8,SOUTH,MEFE,Menziesia ferruginea,T,10,
C1-8VB,C1,8,WEST,MEFE,Menziesia ferruginea,6,65,
C1-13VB,C1,13,EAST,MEFE,Menziesia ferruginea,10,30,
C1-13VB,C1,13,NORTH,MEFE,Menziesia ferruginea,2,75,
C1-13VB,C1,13,SOUTH,MEFE,Menziesia ferruginea,2,75,
C1-13VB,C1,13,WEST,MEFE,Menziesia ferruginea,T,10,
C1-14VB,C1,14,EAST,MEFE,Menziesia ferruginea,T,30,
C1-17V,C1,17,EAST,MEFE,Menziesia ferruginea,T,40,
C1-17V,C1,17,NORTH,MEFE,Menziesia ferruginea,1,20,Mostly growing from old cedar stump
C1-17V,C1,17,SOUTH,MEFE,Menziesia ferruginea,T,12,
